Trade ID,Status,Buy Time,Buy Price,Sell Target,Sell Time,Capital Base at Buy (USDT),Base Order Size (USDT),BTC Allocation Before Buy,Alpha,Order Size (USDT),Portfolio Value at Buy,Order % of Portfolio,Portfolio Value at Sell,Net P&L,Holding Time
26,CLOSED,2024-01-14 21:38:00+00:00,42000.0,43000.0,2024-01-15 18:25:00+00:00,3000.0,33.70786516853933,0.06087484942323043,0.9482563779902541,31.96369813450295,2997.752708961754,1.0662553331683355,3002.825970958917,0.6956236793798922,0 days 20:47:00
27,CLOSED,2024-01-18 16:40:00+00:00,42000.0,43000.0,2024-01-29 16:21:00+00:00,3000.0,33.70786516853933,0.06086072678977482,0.9482683822286914,31.964102771753645,2998.4483326411337,1.0660214626275917,3006.396491224423,0.6956324854714779,10 days 23:41:00
28,CLOSED,2024-01-18 19:57:00+00:00,41000.0,42000.0,2024-01-19 20:09:00+00:00,3000.0,33.70786516853933,0.06992746119584507,0.9405616579835316,31.704325550006686,2993.3111332184785,1.0591724060411138,2999.157167169506,0.7083535069629079,1 days 00:12:00
29,CLOSED,2024-01-22 04:18:00+00:00,41000.0,42000.0,2024-01-26 17:01:00+00:00,3000.0,33.70786516853933,0.0699109170943151,0.9405757204698322,31.70479956639884,2994.0194867254413,1.0589376491024236,3001.3237015138125,0.7083640976683725,4 days 12:43:00
30,CLOSED,2024-01-22 19:17:00+00:00,40000.0,41000.0,2024-01-26 11:29:00+00:00,3000.0,33.70786516853933,0.07868183919936701,0.933120436680538,31.453497865636116,2988.1100320994833,1.0526218086934536,2995.4781592828976,0.7218900158516632,3 days 16:12:00
31,CLOSED,2024-01-23 09:29:00+00:00,39000.0,40000.0,2024-01-24 00:44:00+00:00,3000.0,33.70786516853933,0.0871628781252127,0.9259115535935692,31.210501806524807,2981.4152776660317,1.0468351068140231,2988.846837107624,0.7362797456942367,0 days 15:15:00
32,CLOSED,2024-02-01 01:21:00+00:00,42000.0,43000.0,2024-02-01 17:19:00+00:00,3017.2585367906936,33.90178131225498,0.06078834069099725,0.9483299104126524,32.1500732346801,3002.0188524927826,1.0709484121988002,3007.0963611797283,0.6996797473725422,0 days 15:58:00
33,CLOSED,2024-02-10 10:48:00+00:00,47000.0,48000.0,2024-02-10 20:46:00+00:00,3017.2585367906936,33.90178131225498,0.010916150295994074,0.990721272248405,33.58721591316446,3020.5348465796264,1.1119625370717947,3021.916711301092,0.646052241954564,0 days 09:58:00
34,CLOSED,2024-02-12 15:14:00+00:00,49000.0,50000.0,2024-02-12 17:19:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3022.549613006974,1.1216286133522853,3023.206892440579,0.622720372859078,0 days 02:05:00
35,CLOSED,2024-02-12 17:20:00+00:00,50000.0,51000.0,2024-02-14 09:10:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3023.172333379833,1.1213975775689113,3024.4326970298807,0.6089105721850387,1 days 15:50:00
36,CLOSED,2024-02-13 14:21:00+00:00,49000.0,50000.0,2024-02-14 08:52:00+00:00,3017.2585367906936,33.90178131225498,0.010981290123386748,0.9906659033951213,33.58533881040892,3022.461074007902,1.1111917734600778,3023.789575922396,0.6169078407409856,0 days 18:31:00
37,CLOSED,2024-02-14 09:11:00+00:00,51000.0,52000.0,2024-02-14 14:37:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3024.398151792759,1.1209430640657936,3025.028326080681,0.5956423323217379,0 days 05:26:00
38,CLOSED,2024-02-15 01:10:00+00:00,52000.0,53000.0,2024-02-26 16:07:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3024.993794125081,1.1207223425746033,3028.561616484183,0.5828844093762626,11 days 14:57:00
39,CLOSED,2024-02-17 14:32:00+00:00,51000.0,52000.0,2024-02-17 21:34:00+00:00,3017.2585367906936,33.90178131225498,0.010983196059581613,0.9906642833493556,33.58528388797166,3024.3085869681736,1.1105111440245068,3025.584183503098,0.5900815842820606,0 days 07:02:00
40,CLOSED,2024-02-20 17:22:00+00:00,51000.0,52000.0,2024-02-20 19:50:00+00:00,3017.2585367906936,33.90178131225498,0.01098105351451103,0.9906661045126657,33.58534562865193,3024.8986685524555,1.110296552337866,3026.1742662350302,0.5900826690440155,0 days 02:28:00
41,CLOSED,2024-02-21 10:08:00+00:00,51000.0,52000.0,2024-02-22 09:49:00+00:00,3017.2585367906936,33.90178131225498,0.010978911801254241,0.9906679249689339,33.58540734536222,3025.4887512214996,1.1100820431674907,3026.764350051279,0.5900837533848318,0 days 23:41:00
42,CLOSED,2024-02-22 13:47:00+00:00,51000.0,52000.0,2024-02-22 20:31:00+00:00,3017.2585367906936,33.90178131225498,0.010976770919328466,0.9906697447185708,33.58546903811646,3026.0788349748846,1.109867616465954,3027.354434951423,0.5900848373047509,0 days 06:44:00
43,CLOSED,2024-02-23 03:06:00+00:00,51000.0,52000.0,2024-02-26 15:15:00+00:00,3017.2585367906936,33.90178131225498,0.010974630868251302,0.9906715637619864,33.58553070692853,3026.6689198121894,1.1096532721858647,3027.9445209350424,0.5900859208040146,3 days 12:09:00
44,CLOSED,2024-02-26 19:16:00+00:00,54000.0,55000.0,2024-02-27 01:43:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3028.5270972992766,1.1194148251962903,3029.120378472241,0.5587861104792395,0 days 06:27:00
45,CLOSED,2024-02-27 03:51:00+00:00,56000.0,57000.0,2024-02-27 12:26:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3029.0858834097558,1.119208322812317,3029.656765191496,0.5364091186463043,0 days 08:35:00
46,CLOSED,2024-02-27 12:33:00+00:00,57000.0,58000.0,2024-02-28 07:50:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3029.622292528402,1.1190101616251942,3030.182564072194,0.5258094909359485,0 days 19:17:00
47,CLOSED,2024-02-28 08:47:00+00:00,59000.0,60000.0,2024-02-28 13:22:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3030.148102019338,1.1188159842636836,3030.6882320944824,0.5056881637570072,0 days 04:35:00
48,CLOSED,2024-02-28 14:27:00+00:00,60000.0,61000.0,2024-02-28 14:57:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3030.6537901830948,1.1186293011121813,3031.1843530606316,0.4961305333470065,0 days 00:30:00
49,CLOSED,2024-02-28 14:59:00+00:00,61000.0,62000.0,2024-02-28 16:54:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3031.1499207164416,1.1184462068521497,3031.671230074981,0.48688626786847067,0 days 01:55:00
50,CLOSED,2024-02-28 17:13:00+00:00,63000.0,64000.0,2024-02-28 17:16:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3031.63680698431,1.1182665824003646,3032.140490592378,0.46927814314745575,0 days 00:03:00
51,CLOSED,2024-02-28 17:23:00+00:00,63000.0,64000.0,2024-03-04 00:39:00+00:00,3017.2585367906936,33.90178131225498,0.0,1.0,33.90178131225498,3032.1060851274574,1.1180935086191053,3037.884621802994,0.46927814314745575,4 days 07:16:00
52,CLOSED,2024-02-28 17:25:00+00:00,62000.0,63000.0,2024-02-29 06:08:00+00:00,3017.2585367906936,33.90178131225498,0.010994528699763839,0.9906546506052007,33.58495732078588,3031.534597956765,1.1078533407938649,3035.4754150141757,0.4734736863012614,0 days 12:43:00
53,CLOSED,2024-02-28 17:31:00+00:00,61000.0,62000.0,2024-02-28 23:13:00+00:00,3017.2585367906936,33.90178131225498,0.0217141124060552,0.9815430044548531,33.276056285602145,3030.4222764429114,1.098066647155899,3034.430466201483,0.47789981019143113,0 days 05:42:00
54,CLOSED,2024-02-28 17:31:00+00:00,60000.0,61000.0,2024-02-28 17:34:00+00:00,3017.2585367906936,33.90178131225498,0.03216558575994416,0.9726592521040475,32.97488125617291,3028.7653002197767,1.0887235552315706,3031.3925396052587,0.4825659535112692,0 days 00:03:00
55,CLOSED,2024-02-28 17:31:00+00:00,59000.0,60000.0,2024-02-28 17:32:00+00:00,3017.2585367906936,33.90178131225498,0.04235541395772043,0.9639978981359376,32.68124592807801,3026.5595933987556,1.0798150480618072,3029.2530095956795,0.48748232697396787,0 days 00:01:00
56,CLOSED,2024-02-28 17:37:00+00:00,60000.0,61000.0,2024-02-28 17:43:00+00:00,3017.2585367906936,33.90178131225498,0.032155287114165515,0.9726680059529593,32.975178027244354,3029.735348500262,1.0883847674539386,3031.8751102032375,0.4825702965630043,0 days 00:06:00
57,CLOSED,2024-02-28 18:20:00+00:00,60000.0,61000.0,2024-02-28 18:55:00+00:00,3017.2585367906936,33.90178131225498,0.03215016629881343,0.9726723586460085,32.975325591292226,3030.2179187968245,1.0882163090232593,3032.3576828091773,0.4825724560669258,0 days 00:35:00
58,CLOSED,2024-02-28 20:27:00+00:00,60000.0,61000.0,2024-02-28 22:09:00+00:00,3017.2585367906936,33.90178131225498,0.03214504709130396,0.9726767099723916,32.97547310900769,3030.7004912528914,1.0880479019348965,3032.8402575738965,0.48257461489280473,0 days 01:42:00
59,CLOSED,2024-02-29 16:40:00+00:00,62000.0,63000.0,2024-03-01 20:57:00+00:00,3017.2585367906936,33.90178131225498,0.010982323338333468,0.9906650251624165,33.585309036755824,3034.903737101265,1.1066350680642756,3036.9047149153935,0.4734786447192647,1 days 04:17:00
60,CLOSED,2024-02-29 17:41:00+00:00,61000.0,62000.0,2024-02-29 20:18:00+00:00,3017.2585367906936,33.90178131225498,0.02169011206177233,0.9815634047474935,33.27674789186195,3033.79140956853,1.096870001902821,3035.3818499811227,0.47790974281377885,0 days 02:37:00
61,CLOSED,2024-02-29 21:10:00+00:00,61000.0,62000.0,2024-03-01 08:35:00+00:00,3017.2585367906936,33.90178131225498,0.021686695781018648,0.9815663085861341,33.27684633716451,3034.269319311344,1.0967004848705058,3035.8597612377353,0.4779111566529295,0 days 11:25:00
62,CLOSED,2024-03-02 01:21:00+00:00,62000.0,63000.0,2024-03-03 22:15:00+00:00,3035.953134014772,34.11183296645811,0.01097715360578037,0.9906694194350867,33.79354976074771,3036.3330366454516,1.112972435924977,3037.3813406820223,0.47641437878272086,1 days 20:54:00
63,CLOSED,2024-03-04 00:41:00+00:00,64000.0,65000.0,2024-03-04 08:27:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3037.8502163380736,1.1228938406179108,3038.816321841863,0.4637423742181426,0 days 07:46:00
64,CLOSED,2024-03-04 00:49:00+00:00,63000.0,64000.0,2024-03-04 07:40:00+00:00,3035.953134014772,34.11183296645811,0.011044492617600732,0.9906121812750394,33.791597262192866,3037.2836401123964,1.1125598154850755,3038.3181510930026,0.46775294404534407,0 days 06:51:00
65,CLOSED,2024-03-04 08:36:00+00:00,65000.0,66000.0,2024-03-04 14:38:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3038.781711656337,1.1225496334800866,3039.2718724561933,0.4555588060901741,0 days 06:02:00
66,CLOSED,2024-03-04 14:42:00+00:00,66000.0,67000.0,2024-03-04 17:25:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3039.237270462427,1.122381371733702,3039.7194877375437,0.4476232248751728,0 days 02:43:00
67,CLOSED,2024-03-04 17:40:00+00:00,67000.0,68000.0,2024-03-04 23:03:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3039.684893687302,1.1222160901381661,3040.1594045578204,0.4399245266815157,0 days 05:23:00
68,CLOSED,2024-03-04 23:04:00+00:00,68000.0,69000.0,2024-03-05 15:04:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3040.1248182139834,1.1220536986536682,3041.906279675955,0.4324522607876702,0 days 16:00:00
69,CLOSED,2024-03-05 04:52:00+00:00,67000.0,68000.0,2024-03-05 13:18:00+00:00,3035.953134014772,34.11183296645811,0.011046418430859595,0.9906105443337694,33.791541423125686,3039.5895634231715,1.11171395736304,3041.4393983150044,0.4357938748417425,0 days 08:26:00
70,CLOSED,2024-03-05 05:03:00+00:00,66000.0,67000.0,2024-03-05 05:27:00+00:00,3035.953134014772,34.11183296645811,0.021829267584145298,0.9814451225534765,33.4788920862892,3038.550781910743,1.1018045933475085,3040.0290416744224,0.43931763079540076,0 days 00:24:00
71,CLOSED,2024-03-05 08:06:00+00:00,66000.0,67000.0,2024-03-05 10:32:00+00:00,3035.953134014772,34.11183296645811,0.021826111936445586,0.9814478048540213,33.47898358447735,3038.9900995415383,1.101648326841472,3040.4683605986697,0.4393188314554166,0 days 02:26:00
72,CLOSED,2024-03-05 15:05:00+00:00,68000.0,69000.0,2024-03-08 15:27:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3041.871700811864,1.1214093269401795,3049.492511054593,0.4324522607876702,3 days 00:22:00
73,CLOSED,2024-03-05 15:30:00+00:00,67000.0,68000.0,2024-03-08 14:11:00+00:00,3035.953134014772,34.11183296645811,0.011040073589876605,0.9906159374486049,33.79172539215813,3041.336446021052,1.111081460137943,3049.0256298801705,0.4357962474052499,2 days 22:41:00
74,CLOSED,2024-03-05 16:06:00+00:00,66000.0,67000.0,2024-03-06 08:10:00+00:00,3035.953134014772,34.11183296645811,0.021816784575573768,0.9814557331107623,33.47925403184701,3040.2976615815937,1.1011834286788473,3046.2935185724996,0.439322380327269,0 days 16:04:00
75,CLOSED,2024-03-05 16:12:00+00:00,65000.0,66000.0,2024-03-05 16:31:00+00:00,3035.953134014772,34.11183296645811,0.03233680568461231,0.9725137151680795,33.17422540940315,3038.7524354501957,1.0917054322159134,3040.7408704280597,0.44303718698829186,0 days 00:19:00
76,CLOSED,2024-03-05 16:48:00+00:00,65000.0,66000.0,2024-03-06 05:31:00+00:00,3035.953134014772,34.11183296645811,0.032332091803075017,0.9725177219673863,33.17436208867183,3039.1954726371837,1.0915507866259628,3044.8154227472864,0.44303901232100174,0 days 12:43:00
77,CLOSED,2024-03-05 17:08:00+00:00,64000.0,65000.0,2024-03-05 17:46:00+00:00,3035.953134014772,34.11183296645811,0.04260030627046089,0.9637897396701083,32.87663461441288,3037.140686971166,1.082486391079881,3039.642605358915,0.44695014212170747,0 days 00:38:00
78,CLOSED,2024-03-05 18:51:00+00:00,64000.0,65000.0,2024-03-06 05:10:00+00:00,3035.953134014772,34.11183296645811,0.042594038068447755,0.9637950676418194,32.87681636129394,3037.5876371132877,1.0823330974752643,3042.827168569458,0.44695261292796573,0 days 10:19:00
79,CLOSED,2024-03-05 19:17:00+00:00,63000.0,64000.0,2024-03-05 23:41:00+00:00,3035.953134014772,34.11183296645811,0.052616545233134256,0.9552759365518358,32.58621318453306,3035.019962437608,1.073673767811435,3039.874357490127,0.451067673246925,0 days 04:24:00
80,CLOSED,2024-03-05 19:36:00+00:00,62000.0,63000.0,2024-03-05 20:14:00+00:00,3035.953134014772,34.11183296645811,0.06240051871608612,0.9469595590913268,32.30252630571416,3031.9358541274646,1.0654092916161062,3036.4002202567785,0.45539424274760876,0 days 00:38:00
81,CLOSED,2024-03-05 19:55:00+00:00,61000.0,62000.0,2024-03-05 20:01:00+00:00,3035.953134014772,34.11183296645811,0.07195136370965792,0.9388413408467908,32.0255990009713,3028.331542023887,1.0575327884861652,3032.860728737718,0.4599411526555528,0 days 00:06:00
82,CLOSED,2024-03-05 19:56:00+00:00,60000.0,61000.0,2024-03-05 19:57:00+00:00,3035.953134014772,34.11183296645811,0.08127419403965935,0.9309169350662896,31.755282994628402,3024.2030220377455,1.050038068318287,3028.7964866037514,0.4647179256924403,0 days 00:01:00
83,CLOSED,2024-03-05 20:37:00+00:00,62000.0,63000.0,2024-03-05 21:11:00+00:00,3035.953134014772,34.11183296645811,0.06237212864867485,0.9469836906486264,32.303349477365984,3033.3159074485598,1.0649517050974617,3036.8556269400397,0.4554058476489544,0 days 00:34:00
84,CLOSED,2024-03-06 02:01:00+00:00,63000.0,64000.0,2024-03-06 04:52:00+00:00,3035.953134014772,34.11183296645811,0.05257693476134518,0.9553096054528566,32.587361692460846,3037.306489279599,1.0729033045390837,3040.32544222692,0.4510835712218153,0 days 02:51:00
85,CLOSED,2024-03-06 12:44:00+00:00,66000.0,67000.0,2024-03-06 14:21:00+00:00,3035.953134014772,34.11183296645811,0.02178127231439498,0.9814859185327642,33.480283711920364,3045.254573329493,1.0994247904639085,3047.175912959203,0.4393358920232089,0 days 01:37:00
86,CLOSED,2024-03-06 12:46:00+00:00,65000.0,66000.0,2024-03-06 12:51:00+00:00,3035.953134014772,34.11183296645811,0.032284475756678525,0.9725581956068232,33.175742718699844,3043.7093305828025,1.0899773636514571,3045.6978029488464,0.4430574504438596,0 days 00:05:00
87,CLOSED,2024-03-06 14:58:00+00:00,66000.0,67000.0,2024-03-06 16:56:00+00:00,3035.953134014772,34.11183296645811,0.021774962798476627,0.9814912816212948,33.48046665670051,3046.1369666719597,1.0991123190786594,3047.6152514374,0.43933829266619995,0 days 01:58:00
88,CLOSED,2024-03-06 22:46:00+00:00,66000.0,67000.0,2024-03-07 08:19:00+00:00,3035.953134014772,34.11183296645811,0.02177182269167439,0.9814939507120768,33.480557704279434,3046.5763049646257,1.0989568076703131,3048.0545910171477,0.43933948741321416,0 days 09:33:00
89,CLOSED,2024-03-08 15:32:00+00:00,69000.0,70000.0,2024-03-11 07:12:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3049.4579321905017,1.1186195620660597,3051.634697259658,0.4251965823110382,2 days 15:40:00
90,CLOSED,2024-03-08 15:32:00+00:00,68000.0,69000.0,2024-03-08 20:01:00+00:00,3035.953134014772,34.11183296645811,0.011014959928304207,0.9906372840609414,33.792453564232545,3048.929940341108,1.108338145692253,3050.318262836517,0.42840333311271195,0 days 04:29:00
91,CLOSED,2024-03-08 16:02:00+00:00,67000.0,68000.0,2024-03-08 17:02:00+00:00,3035.953134014772,34.11183296645811,0.02176975776060177,0.9814957059034884,33.48061757707569,3047.90581697243,1.0984794015168398,3049.3618782693625,0.4317840338595289,0 days 01:00:00
92,CLOSED,2024-03-08 21:55:00+00:00,68000.0,69000.0,2024-03-10 01:18:00+00:00,3035.953134014772,34.11183296645811,0.011011853180304749,0.990639924796741,33.792543644571055,3049.7901277080805,1.1080284947333794,3050.7466674029356,0.4284044751048768,1 days 03:23:00
93,CLOSED,2024-03-11 00:50:00+00:00,68000.0,69000.0,2024-03-11 06:53:00+00:00,3035.953134014772,34.11183296645811,0.01101030656089638,0.9906412394232381,33.79258848889054,3050.2185321831853,1.107874341865715,3051.175072492012,0.42840504361807774,0 days 06:03:00
94,CLOSED,2024-03-11 07:13:00+00:00,70000.0,71000.0,2024-03-11 07:36:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3051.600125658508,1.1178343020646284,3052.052838413163,0.4181482089337436,0 days 00:23:00
95,CLOSED,2024-03-11 07:37:00+00:00,71000.0,72000.0,2024-03-11 11:44:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3052.0182738674416,1.1176811508154059,3052.4641299377636,0.411298381285377,0 days 04:07:00
96,CLOSED,2024-03-11 11:53:00+00:00,72000.0,73000.0,2024-03-12 14:07:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3052.429572248727,1.1175305493233019,3052.86876209817,0.4046388266272416,1 days 02:14:00
97,CLOSED,2024-03-12 14:09:00+00:00,72000.0,73000.0,2024-03-13 07:12:00+00:00,3035.953134014772,34.11183296645811,0.0,1.0,34.11183296645811,3052.834211075354,1.117382425901284,3054.912246856946,0.4046388266272416,0 days 17:03:00
98,CLOSED,2024-03-12 15:00:00+00:00,71000.0,72000.0,2024-03-12 15:23:00+00:00,3035.953134014772,34.11183296645811,0.011009443509766167,0.9906419730166988,33.79261351310813,3052.3267975599774,1.1071099444568604,3053.2417829795722,0.40744943993512095,0 days 00:23:00
99,CLOSED,2024-03-12 16:20:00+00:00,71000.0,72000.0,2024-03-13 01:30:00+00:00,3035.953134014772,34.11183296645811,0.011007974075734544,0.9906432220356256,33.79265611943313,3052.7342469999126,1.1069635738074157,3054.4731795149496,0.40744995365458436,0 days 09:10:00
100,CLOSED,2024-03-12 17:06:00+00:00,70000.0,71000.0,2024-03-12 17:59:00+00:00,3035.953134014772,34.11183296645811,0.0217627485258351,0.9815016637530402,33.48082081024444,3051.751675711196,1.0971017424752258,3053.5583260414846,0.4104131627638239,0 days 00:53:00
101,CLOSED,2024-03-12 17:22:00+00:00,69000.0,70000.0,2024-03-12 17:37:00+00:00,3035.953134014772,34.11183296645811,0.032270766043819545,0.9725698488627534,33.17614023261965,3050.2915971150824,1.0876383183823186,3052.1653515630865,0.413533375795204,0 days 00:15:00
